Released_Year,Certificate,Runtime,IMDB_Rating,Meta_score,Director,Star1,Star2,Star3,Star4,No_of_Votes
2002,R,116 min,7.7,,Bob Gale,James Marsden,Gary Oldman,Kurt Russell,Matthew Edison,29999
1999,A,81 min,7.7,73,Trey Parker,Trey Parker,Matt Stone,Mary Kay Bergman,Isaac Hayes,192112
1999,R,89 min,7.7,68,Mike Judge,Ron Livingston,Jennifer Aniston,David Herman,Ajay Naidu,241575
1998,,134 min,7.7,81,Todd Solondz,Jane Adams,Jon Lovitz,Philip Seymour Hoffman,Dylan Baker,66408
2001,A,122 min,7.7,69,Antoine Fuqua,Denzel Washington,Ethan Hawke,Scott Glenn,Tom Berenger,390247
1998,UA,93 min,7.7,86,Wes Anderson,Jason Schwartzman,Bill Murray,Olivia Williams,Seymour Cassel,169229
1997,U,119 min,7.7,,Alejandro Amenábar,Eduardo Noriega,Penélope Cruz,Chete Lera,Fele Martínez,64082
1999,R,113 min,7.7,90,Spike Jonze,John Cusack,Cameron Diaz,Catherine Keener,John Malkovich,312542
1997,A,139 min,7.7,67,James L. Brooks,Jack Nicholson,Helen Hunt,Greg Kinnear,Cuba Gooding Jr.,275755
1997,UA,126 min,7.7,52,Luc Besson,Bruce Willis,Milla Jovovich,Gary Oldman,Ian Holm,434125
1998,PG-13,80 min,7.7,73,Francis Veber,Thierry Lhermitte,Jacques Villeret,Francis Huster,Daniel Prévost,37424
1997,A,127 min,7.7,76,Mike Newell,Al Pacino,Johnny Depp,Michael Madsen,Bruno Kirby,279318
1996,U,105 min,7.7,87,Scott Hicks,Geoffrey Rush,Armin Mueller-Stahl,Justin Braine,Sonia Todd,51350
1996,A,129 min,7.7,47,Gregory Hoblit,Richard Gere,Laura Linney,Edward Norton,John Mahoney,189716
1996,PG-13,242 min,7.7,,Kenneth Branagh,Kenneth Branagh,Julie Christie,Derek Jacobi,Kate Winslet,35991
1995,U,97 min,7.7,83,Alfonso Cuarón,Liesel Matthews,Eleanor Bron,Liam Cunningham,Rusty Schwimmer,32236
1995,UA,99 min,7.7,71,Kar-Wai Wong,Leon Lai,Michelle Reis,Takeshi Kaneshiro,Charlie Yeung,26429
1994,U,108 min,7.7,81,Michael Radford,Massimo Troisi,Massimo Troisi,Philippe Noiret,Maria Grazia Cucinotta,33600
1994,R,92 min,7.7,70,Kevin Smith,Brian O'Halloran,Jeff Anderson,Marilyn Ghigliotti,Lisa Spoonauer,211450
1993,R,188 min,7.7,79,Robert Altman,Andie MacDowell,Julianne Moore,Tim Robbins,Bruce Davison,42275
1993,UA,125 min,7.7,66,Jonathan Demme,Tom Hanks,Denzel Washington,Roberta Maxwell,Buzz Kilman,224169
1992,G,85 min,7.7,64,Brian Henson,Michael Caine,Kermit the Frog,Dave Goelz,Miss Piggy,50298
1992,U,202 min,7.7,73,Spike Lee,Denzel Washington,Angela Bassett,Delroy Lindo,Spike Lee,85819
1992,UA,112 min,7.7,76,Michael Mann,Daniel Day-Lewis,Madeleine Stowe,Russell Means,Eric Schweig,150409
1992,U,94 min,7.7,83,Hayao Miyazaki,Shûichirô Moriyama,Tokiko Katô,Bunshi Katsura Vi,Tsunehiko Kamijô,77798
1992,R,100 min,7.7,82,James Foley,Al Pacino,Jack Lemmon,Alec Baldwin,Alan Arkin,95826
1992,U,138 min,7.7,62,Rob Reiner,Tom Cruise,Jack Nicholson,Demi Moore,Kevin Bacon,235388
1991,PG-13,130 min,7.7,64,Jon Avnet,Kathy Bates,Jessica Tandy,Mary Stuart Masterson,Mary-Louise Parker,66941
1991,U,116 min,7.7,69,Joel Coen,Ethan Coen,John Turturro,John Goodman,Judy Davis,113240
1990,R,115 min,7.7,66,Joel Coen,Ethan Coen,Gabriel Byrne,Albert Finney,John Turturro,125822
1988,U,104 min,7.7,83,Robert Zemeckis,Bob Hoskins,Christopher Lloyd,Joanna Cassidy,Charles Fleischer,182009
1988,,107 min,7.7,,George Sluizer,Bernard-Pierre Donnadieu,Gene Bervoets,Johanna ter Steege,Gwen Eckhaus,33982
1987,R,107 min,7.7,84,Bruce Robinson,Richard E. Grant,Paul McGann,Richard Griffiths,Ralph Brown,40396
1987,U,163 min,7.7,76,Bernardo Bertolucci,John Lone,Joan Chen,Peter O'Toole,Ruocheng Ying,94326
1987,U,153 min,7.7,62,Steven Spielberg,Christian Bale,John Malkovich,Miranda Richardson,Nigel Havers,115677
1986,R,130 min,7.7,54,Jean-Jacques Annaud,Sean Connery,Christian Slater,Helmut Qualtinger,Elya Baskin,102031
1986,A,120 min,7.7,76,David Lynch,Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,181285
1985,U,82 min,7.7,75,Woody Allen,Mia Farrow,Jeff Daniels,Danny Aiello,Irving Metzman,47102
1985,UA,97 min,7.7,90,Martin Scorsese,Griffin Dunne,Rosanna Arquette,Verna Bloom,Tommy Chong,59635
1983,PG,79 min,7.7,,Woody Allen,Woody Allen,Mia Farrow,Patrick Horgan,John Buckwalter,39881
1982,U,129 min,7.7,77,Sidney Lumet,Paul Newman,Charlotte Rampling,Jack Warden,James Mason,36096
1982,U,113 min,7.7,67,Nicholas Meyer,William Shatner,Leonard Nimoy,DeForest Kelley,James Doohan,112704
1982,A,93 min,7.7,61,Ted Kotcheff,Sylvester Stallone,Brian Dennehy,Richard Crenna,Bill McKinney,226541
1980,U,124 min,7.7,86,Robert Redford,Donald Sutherland,Mary Tyler Moore,Judd Hirsch,Timothy Hutton,47099
1980,U,88 min,7.7,78,Jim Abrahams,David Zucker,Jerry Zucker,Robert Hays,Julie Hagerty,214882
1979,U,100 min,7.7,71,Hayao Miyazaki,Yasuo Yamada,Eiko Masuyama,Kiyoshi Kobayashi,Makio Inoue,27014
1978,A,91 min,7.7,87,John Carpenter,Donald Pleasence,Jamie Lee Curtis,Tony Moran,Nancy Kyes,233106
1976,R,126 min,7.7,71,Roman Polanski,Roman Polanski,Isabelle Adjani,Melvyn Douglas,Jo Van Fleet,39889
1975,PG,85 min,7.7,89,Woody Allen,Woody Allen,Diane Keaton,Georges Adet,Frank Adu,36037
1974,U,104 min,7.7,68,Joseph Sargent,Walter Matthau,Robert Shaw,Martin Balsam,Hector Elizondo,26729
1974,A,93 min,7.7,73,Mel Brooks,Cleavon Little,Gene Wilder,Slim Pickens,Harvey Korman,125993
1973,A,130 min,7.7,87,Sidney Lumet,Al Pacino,John Randolph,Jack Kehoe,Biff McGuire,109941
1973,A,102 min,7.7,83,Robert Clouse,Bruce Lee,John Saxon,Jim Kelly,Ahna Capri,96561
1972,U,109 min,7.7,80,John Boorman,Jon Voight,Burt Reynolds,Ned Beatty,Ronny Cox,98740
1971,A,104 min,7.7,94,William Friedkin,Gene Hackman,Roy Scheider,Fernando Rey,Tony Lo Bianco,110075
1971,A,102 min,7.7,90,Don Siegel,Clint Eastwood,Andrew Robinson,Harry Guardino,Reni Santoni,143292
1968,U,158 min,7.7,63,Brian G. Hutton,Richard Burton,Clint Eastwood,Mary Ure,Patrick Wymark,51913
1968,G,105 min,7.7,86,Gene Saks,Jack Lemmon,Walter Matthau,John Fiedler,Herb Edelman,31572
1967,,150 min,7.7,73,Robert Aldrich,Lee Marvin,Ernest Borgnine,Charles Bronson,John Cassavetes,67183
1967,A,100 min,7.7,,Luis Buñuel,Catherine Deneuve,Jean Sorel,Michel Piccoli,Geneviève Page,40274
1966,U,120 min,7.7,72,Fred Zinnemann,Paul Scofield,Wendy Hiller,Robert Shaw,Leo McKern,31222
1965,,105 min,7.7,91,Roman Polanski,Catherine Deneuve,Ian Hendry,John Fraser,Yvonne Furneaux,48883
1964,U,138 min,7.7,77,Cy Endfield,Stanley Baker,Jack Hawkins,Ulla Jacobsson,James Booth,35999
1964,A,110 min,7.7,87,Guy Hamilton,Sean Connery,Gert Fröbe,Honor Blackman,Shirley Eaton,174119
1963,A,119 min,7.7,90,Alfred Hitchcock,Rod Taylor,Tippi Hedren,Jessica Tandy,Suzanne Pleshette,171739
1962,Passed,106 min,7.7,76,J. Lee Thompson,Gregory Peck,Robert Mitchum,Polly Bergen,Lori Martin,26457
1960,,101 min,7.7,,Michael Powell,Karlheinz Böhm,Anna Massey,Moira Shearer,Maxine Audley,31354
1960,Approved,128 min,7.7,74,John Sturges,Yul Brynner,Steve McQueen,Charles Bronson,Eli Wallach,87719
1960,,90 min,7.7,90,Georges Franju,Pierre Brasseur,Alida Valli,Juliette Mayniel,Alexandre Rignault,27620
1956,Approved,80 min,7.7,92,Don Siegel,Kevin McCarthy,Dana Wynter,Larry Gates,King Donovan,44839
1955,PG-13,111 min,7.7,89,Nicholas Ray,James Dean,Natalie Wood,Sal Mineo,Jim Backus,83363
1955,,91 min,7.7,91,Alexander Mackendrick,Alec Guinness,Peter Sellers,Cecil Parker,Herbert Lom,26464
1954,Passed,113 min,7.7,72,Billy Wilder,Humphrey Bogart,Audrey Hepburn,William Holden,Walter Hampden,59415
1952,Passed,129 min,7.7,,John Ford,John Wayne,Maureen O'Hara,Barry Fitzgerald,Ward Bond,34677
1951,U,92 min,7.7,,Robert Wise,Michael Rennie,Patricia Neal,Hugh Marlowe,Sam Jaffe,76315
1951,PG,105 min,7.7,91,John Huston,Humphrey Bogart,Katharine Hepburn,Robert Morley,Peter Bull,71481
1946,Approved,110 min,7.7,,Charles Vidor,Rita Hayworth,Glenn Ford,George Macready,Joseph Calleia,27991
1940,G,125 min,7.7,96,James Algar,Samuel Armstrong,Ford Beebe Jr.,Norman Ferguson,David Hand,88662
1933,TV-PG,71 min,7.7,87,James Whale,Claude Rains,Gloria Stuart,William Harrigan,Henry Travers,30683
2019,PG-13,126 min,7.6,73,Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Bill Pullman,60408
2018,U/A,102 min,7.6,71,Aneesh Chaganty,John Cho,Debra Messing,Joseph Lee,Michelle La,140840
2019,A,161 min,7.6,83,Quentin Tarantino,Leonardo DiCaprio,Brad Pitt,Margot Robbie,Emile Hirsch,551309
2017,R,127 min,7.6,86,Andrey Zvyagintsev,Maryana Spivak,Aleksey Rozin,Matvey Novikov,Marina Vasileva,29765
2017,A,111 min,7.6,92,Sean Baker,Brooklynn Prince,Bria Vinaite,Willem Dafoe,Christopher Rivera,95181
2019,A,137 min,7.6,68,Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,Brie Larson,Charlie Pye Jr.,46739
2017,PG-13,101 min,7.6,60,Marc Webb,Chris Evans,Mckenna Grace,Lindsay Duncan,Octavia Spencer,99643
2019,PG-13,97 min,7.6,70,Tyler Nilson,Michael Schwartz,Zack Gottsagen,Ann Owens,Dakota Johnson,66346
2015,,138 min,7.6,77,Sebastian Schipper,Laia Costa,Frederick Lau,Franz Rogowski,Burak Yigit,52903
2015,PG-13,97 min,7.6,83,Deniz Gamze Ergüven,Günes Sensoy,Doga Zeynep Doguslu,Tugba Sunguroglu,Elit Iscan,35785
2017,UA,136 min,7.6,67,James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,Vin Diesel,569974
2017,UA,113 min,7.6,86,Edgar Wright,Ansel Elgort,Jon Bernthal,Jon Hamm,Eiza González,439406
2017,UA,134 min,7.6,72,Joseph Kosinski,Josh Brolin,Miles Teller,Jeff Bridges,Jennifer Connelly,58371
2015,UA,142 min,7.6,81,Steven Spielberg,Tom Hanks,Mark Rylance,Alan Alda,Amy Ryan,287659
2018,UA,118 min,7.6,80,Brad Bird,Craig T. Nelson,Holly Hunter,Sarah Vowell,Huck Milner,250057
2016,U,107 min,7.6,81,Ron Clements,John Musker,Don Hall,Chris Williams,Auli'i Cravalho,272784
2015,A,121 min,7.6,82,Denis Villeneuve,Emily Blunt,Josh Brolin,Benicio Del Toro,Jon Bernthal,371291
2015,A,133 min,7.6,82,Ryan Coogler,Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashad,247666
2014,R,140 min,7.6,92,Andrey Zvyagintsev,Aleksey Serebryakov,Elena Lyadova,Roman Madyanov,Vladimir Vdovichenkov,49397
2016,R,102 min,7.6,88,David Mackenzie,Chris Pine,Ben Foster,Jeff Bridges,Gil Birmingham,204175
2013,PG-13,98 min,7.6,77,Stephen Frears,Judi Dench,Steve Coogan,Sophie Kennedy Clark,Mare Winningham,94212
2014,UA,130 min,7.6,79,Matt Reeves,Gary Oldman,Keri Russell,Andy Serkis,Kodi Smit-McPhee,411599
2012,,112 min,7.6,,Oriol Paulo,Jose Coronado,Hugo Silva,Belén Rueda,Aura Garrido,57549
2011,A,101 min,7.6,73,Gareth Evans,Iko Uwais,Ananda George,Ray Sahetapy,Donny Alamsyah,190531
2012,A,109 min,7.6,68,David Ayer,Jake Gyllenhaal,Michael Peña,Anna Kendrick,America Ferrera,228132
2010,U,94 min,7.6,80,Hiromasa Yonebayashi,Amy Poehler,Mirai Shida,Ryûnosuke Kamiki,Tatsuya Fujiwara,80939
2018,UA,136 min,7.6,88,Bradley Cooper,Lady Gaga,Bradley Cooper,Sam Elliott,Greg Grunberg,334312
2010,PG-13,110 min,7.6,80,Ethan Coen,Joel Coen,Jeff Bridges,Matt Damon,Hailee Steinfeld,311822
2010,R,118 min,7.6,65,Susanne Bier,Mikael Persbrandt,Trine Dyrholm,Markus Rygaard,Wil Johnson,38491
2010,U,95 min,7.6,72,Pierre Coffin,Chris Renaud,Steve Carell,Jason Segel,Russell Brand,500851
2011,R,100 min,7.6,72,Jonathan Levine,Joseph Gordon-Levitt,Seth Rogen,Anna Kendrick,Bryce Dallas Howard,315426
2010,UA,117 min,7.6,66,Matthew Vaughn,Aaron Taylor-Johnson,Nicolas Cage,Chloë Grace Moretz,Garrett M. Brown,524081
2009,,113 min,7.6,,Daniel Monzón,Luis Tosar,Alberto Ammann,Antonio Resines,Manuel Morón,63882
2011,PG-13,133 min,7.6,87,Bennett Miller,Brad Pitt,Robin Wright,Jonah Hill,Philip Seymour Hoffman,369529
2011,R,120 min,7.6,70,Pedro Almodóvar,Antonio Banderas,Elena Anaya,Jan Cornet,Marisa Paredes,138959
2009,A,88 min,7.6,73,Ruben Fleischer,Jesse Eisenberg,Emma Stone,Woody Harrelson,Abigail Breslin,520041
2008,,107 min,7.6,,Dennis Gansel,Jürgen Vogel,Frederick Lau,Max Riemelt,Jennifer Ulrich,102742
2009,PG-13,128 min,7.6,57,Guy Ritchie,Robert Downey Jr.,Jude Law,Rachel McAdams,Mark Strong,583158
2009,UA,129 min,7.6,53,John Lee Hancock,Quinton Aaron,Sandra Bullock,Tim McGraw,Jae Head,293266
2007,PG-13,104 min,7.6,79,Tom McCarthy,Richard Jenkins,Haaz Sleiman,Danai Gurira,Hiam Abbass,41544
2008,UA,123 min,7.6,36,Gabriele Muccino,Will Smith,Rosario Dawson,Woody Harrelson,Michael Ealy,286770
2007,R,100 min,7.6,82,David Cronenberg,Naomi Watts,Viggo Mortensen,Armin Mueller-Stahl,Josef Altin,227760
2007,U,127 min,7.6,66,Matthew Vaughn,Charlie Cox,Claire Danes,Sienna Miller,Ian McKellen,255036
2009,,71 min,7.6,81,Tomm Moore,Nora Twomey,Evan McGuire,Brendan Gleeson,Mick Lally,31779
2006,R,129 min,7.6,76,Spike Lee,Denzel Washington,Clive Owen,Jodie Foster,Christopher Plummer,339757
2007,R,114 min,7.6,72,Ben Affleck,Morgan Freeman,Ed Harris,Casey Affleck,Michelle Monaghan,250590
2007,PG-13,140 min,7.6,66,Olivier Dahan,Marion Cotillard,Sylvie Testud,Pascal Greggory,Emmanuelle Seigner,82781
2006,PG-13,104 min,7.6,70,Ronny Yu,Jet Li,Li Sun,Yong Dong,Yun Qu,72863
2006,U,110 min,7.6,68,Neil Burger,Edward Norton,Jessica Biel,Paul Giamatti,Rufus Sewell,354728
2004,,90 min,7.6,52,Shane Meadows,Paddy Considine,Gary Stretch,Toby Kebbell,Stuart Wolfenden,49728
2009,UA,153 min,7.6,78,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon,474827
2006,A,117 min,7.6,52,Zack Snyder,Gerard Butler,Lena Headey,David Wenham,Dominic West,732876
2005,R,124 min,7.6,72,Woody Allen,Scarlett Johansson,Jonathan Rhys Meyers,Emily Mortimer,Matthew Goode,206294
2009,A,162 min,7.6,56,Zack Snyder,Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman,500799
2005,R,122 min,7.6,62,Andrew Niccol,Nicolas Cage,Ethan Hawke,Jared Leto,Bridget Moynahan,294140
2004,UA,103 min,7.6,46,James Wan,Cary Elwes,Leigh Whannell,Danny Glover,Ken Leung,379020
2008,R,124 min,7.6,67,Charlie Kaufman,Philip Seymour Hoffman,Samantha Morton,Michelle Williams,Catherine Keener,83158
2004,R,105 min,7.6,73,Gregg Araki,Brady Corbet,Joseph Gordon-Levitt,Elisabeth Shue,Chase Ellison,65939
2003,R,93 min,7.6,45,Yann Samuell,Guillaume Canet,Marion Cotillard,Thibault Verhaeghe,Joséphine Lebas-Joly,67360
2004,U,133 min,7.6,76,Jean-Pierre Jeunet,Audrey Tautou,Gaspard Ulliel,Jodie Foster,Dominique Pinon,70925
2003,R,89 min,7.6,81,Tom McCarthy,Peter Dinklage,Patricia Clarkson,Bobby Cannavale,Paul Benjamin,67370
2003,UA,124 min,7.6,70,Alejandro G. Iñárritu,Sean Penn,Benicio Del Toro,Naomi Watts,Danny Huston,224545
2002,R,129 min,7.6,56,Chan-wook Park,Kang-ho Song,Shin Ha-kyun,Bae Doona,Ji-Eun Lim,62659
2004,U,106 min,7.6,67,Marc Forster,Johnny Depp,Kate Winslet,Julie Christie,Radha Mitchell,198677
2002,R,135 min,7.6,68,Spike Lee,Edward Norton,Barry Pepper,Philip Seymour Hoffman,Rosario Dawson,169708
2004,U,113 min,7.6,30,Eric Bress,J. Mackye Gruber,Ashton Kutcher,Amy Smart,Melora Walters,451479
2002,A,113 min,7.6,73,Danny Boyle,Cillian Murphy,Naomie Harris,Christopher Eccleston,Alex Palmer,376853
2000,,114 min,7.6,81,Kinji Fukasaku,Tatsuya Fujiwara,Aki Maeda,Tarô Yamamoto,Takeshi Kitano,169091
2001,A,110 min,7.6,76,Wes Anderson,Gene Hackman,Gwyneth Paltrow,Anjelica Huston,Ben Stiller,266842
2001,A,106 min,7.6,88,Alfonso Cuarón,Maribel Verdú,Gael García Bernal,Daniel Giménez Cacho,Ana López Mercado,115827
2001,U,152 min,7.6,64,Chris Columbus,Daniel Radcliffe,Rupert Grint,Richard Harris,Maggie Smith,658185
2001,PG-13,101 min,7.6,74,Alejandro Amenábar,Nicole Kidman,Christopher Eccleston,Fionnula Flanagan,Alakina Mann,337651
2001,R,124 min,7.6,52,Ted Demme,Johnny Depp,Penélope Cruz,Franka Potente,Rachel Griffiths,240714
2001,A,131 min,7.6,53,Jean-Jacques Annaud,Jude Law,Ed Harris,Joseph Fiennes,Rachel Weisz,243729
2002,A,145 min,7.6,80,Steven Spielberg,Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow,508417
1999,R,146 min,7.6,74,Norman Jewison,Denzel Washington,Vicellous Shannon,Deborah Kara Unger,Liev Schreiber,91557
2000,A,101 min,7.6,64,Mary Harron,Christian Bale,Justin Theroux,Josh Lucas,Bill Sage,490062
1998,UA,81 min,7.6,77,Tom Tykwer,Franka Potente,Moritz Bleibtreu,Herbert Knaup,Nina Petri,188317
1998,A,170 min,7.6,78,Terrence Malick,Jim Caviezel,Sean Penn,Nick Nolte,Kirk Acevedo,172710
1998,U,88 min,7.6,71,Tony Bancroft,Barry Cook,Ming-Na Wen,Eddie Murphy,BD Wong,256906
1998,R,118 min,7.6,41,Terry Gilliam,Johnny Depp,Benicio Del Toro,Tobey Maguire,Michael Lee Gogin,259753
1997,A,108 min,7.6,69,Michael Haneke,Susanne Lothar,Ulrich Mühe,Arno Frisch,Frank Giering,65058
1998,A,100 min,7.6,66,Alex Proyas,Rufus Sewell,Kiefer Sutherland,Jennifer Connelly,William Hurt,187927
1996,UA,147 min,7.6,49,Barry Levinson,Robert De Niro,Kevin Bacon,Brad Pitt,Jason Patric,186734
1997,A,134 min,7.6,52,David Lynch,Bill Pullman,Patricia Arquette,John Roselius,Louis Eppolito,131101
1995,U,136 min,7.6,84,Ang Lee,Emma Thompson,Kate Winslet,James Fleet,Tom Wilkinson,102598
1995,A,128 min,7.6,58,John McTiernan,Bruce Willis,Jeremy Irons,Samuel L. Jackson,Graham Greene,364420
1995,R,121 min,7.6,62,Jim Jarmusch,Johnny Depp,Gary Farmer,Crispin Glover,Lance Henriksen,90442
1995,A,135 min,7.6,69,Clint Eastwood,Clint Eastwood,Meryl Streep,Annie Corley,Victor Slezak,73172
PG,U,140 min,7.6,77,Ron Howard,Tom Hanks,Bill Paxton,Kevin Bacon,Gary Sinise,269197
1994,U,92 min,7.6,88,Krzysztof Kieslowski,Zbigniew Zamachowski,Julie Delpy,Janusz Gajos,Jerzy Stuhr,64390
1993,R,113 min,7.6,56,Joel Schumacher,Michael Douglas,Robert Duvall,Barbara Hershey,Rachel Ticotin,171640
1993,U,102 min,7.6,78,Richard Linklater,Jason London,Wiley Wiggins,Matthew McConaughey,Rory Cochrane,165465
1992,UA,120 min,7.6,68,Jonathan Lynn,Joe Pesci,Marisa Tomei,Ralph Macchio,Mitchell Whitfield,107325
1991,U,118 min,7.6,90,Isao Takahata,Miki Imai,Toshirô Yanagiba,Yoko Honna,Mayumi Izuka,27071
1991,R,99 min,7.6,66,Marc Caro,Jean-Pierre Jeunet,Marie-Laure Dougnac,Dominique Pinon,Pascal Benezech,80487
1990,U,103 min,7.6,63,Chris Columbus,Macaulay Culkin,Joe Pesci,Daniel Stern,John Heard,488817
1990,A,162 min,7.6,60,Francis Ford Coppola,Al Pacino,Diane Keaton,Andy Garcia,Talia Shire,359809
1989,UA,95 min,7.6,76,Rob Reiner,Billy Crystal,Meg Ryan,Carrie Fisher,Bruno Kirby,195663
1989,U,83 min,7.6,88,Ron Clements,John Musker,Jodi Benson,Samuel E. Wright,Rene Auberjonois,237696
1988,U,85 min,7.6,76,David Zucker,Leslie Nielsen,Priscilla Presley,O.J. Simpson,Ricardo Montalban,152871
1987,U,93 min,7.6,72,John Hughes,Steve Martin,John Candy,Laila Robins,Michael McKean,124773
1987,A,109 min,7.6,68,Richard Donner,Mel Gibson,Danny Glover,Gary Busey,Mitchell Ryan,236894
1984,A,99 min,7.6,82,Joel Coen,Ethan Coen,John Getz,Frances McDormand,Dan Hedaya,87745
1981,UA,109 min,7.6,68,Mark Rydell,Katharine Hepburn,Henry Fonda,Jane Fonda,Doug McKeon,27650
1981,A,96 min,7.6,77,George Miller,Mel Gibson,Bruce Spence,Michael Preston,Max Phipps,166588
1979,UA,92 min,7.6,65,Walter Hill,Michael Beck,James Remar,Dorsey Wright,Brian Tyler,93878
1979,U,95 min,7.6,74,James Frawley,Jim Henson,Frank Oz,Jerry Nelson,Richard Hunt,32802
1979,A,112 min,7.6,76,Don Siegel,Clint Eastwood,Patrick McGoohan,Roberts Blossom,Jack Thibeau,121731
1978,U,91 min,7.6,64,Martin Rosen,John Hubley,John Hurt,Richard Briers,Ralph Richardson,33656
1978,A,121 min,7.6,59,Alan Parker,Brad Davis,Irene Miracle,Bo Hopkins,Paolo Bonacelli,73662
1977,U,138 min,7.6,90,Steven Spielberg,Richard Dreyfuss,François Truffaut,Teri Garr,Melinda Dillon,184966
1973,A,112 min,7.6,87,Robert Altman,Elliott Gould,Nina van Pallandt,Sterling Hayden,Mark Rydell,26337
1971,PG,157 min,7.6,77,Sergio Leone,Rod Steiger,James Coburn,Romolo Valli,Maria Monti,30144
1970,GP,144 min,7.6,50,Brian G. Hutton,Clint Eastwood,Telly Savalas,Don Rickles,Carroll O'Connor,45338
1967,U,78 min,7.6,65,Wolfgang Reitherman,Phil Harris,Sebastian Cabot,Louis Prima,Bruce Reitherman,166409
1966,A,111 min,7.6,82,Michelangelo Antonioni,David Hemmings,Vanessa Redgrave,Sarah Miles,John Castle,56513
1964,U,87 min,7.6,96,Richard Lester,John Lennon,Paul McCartney,George Harrison,Ringo Starr,40351
1961,A,115 min,7.6,76,Blake Edwards,Audrey Hepburn,George Peppard,Patricia Neal,Buddy Ebsen,166544
1956,G,201 min,7.6,84,George Stevens,Elizabeth Taylor,Rock Hudson,James Dean,Carroll Baker,34075
1953,Passed,118 min,7.6,85,Fred Zinnemann,Burt Lancaster,Montgomery Clift,Deborah Kerr,Donna Reed,43374
1944,,97 min,7.6,78,Alfred Hitchcock,Tallulah Bankhead,John Hodiak,Walter Slezak,William Bendix,26471
1935,,86 min,7.6,93,Alfred Hitchcock,Robert Donat,Madeleine Carroll,Lucie Mannheim,Godfrey Tearle,51853
